Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
25,87,Medium,Low,Yes,7,55,Low,Yes,0,Medium,High,Public,Neutral,4,Yes,High School,Near,Male,50
15,87,Low,Medium,No,4,40,Medium,Yes,1,Medium,Medium,Public,Neutral,6,No,,Moderate,Male,48
19,69,Medium,Medium,Yes,7,45,High,Yes,3,High,High,Public,Neutral,4,No,High School,Moderate,Male,49
23,61,Low,Medium,No,9,43,Medium,Yes,4,Medium,Medium,Public,Neutral,2,No,High School,Near,Male,47
25,76,Medium,High,Yes,4,58,Medium,Yes,2,Medium,Medium,Private,Negative,3,No,High School,Moderate,Female,51
13,72,High,High,No,7,49,Medium,Yes,0,Low,High,Public,Neutral,4,No,Postgraduate,Near,Male,48
18,92,Low,Medium,Yes,8,40,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,50
17,92,Low,Low,Yes,8,56,Medium,Yes,2,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Female,51
16,78,Medium,High,No,6,62,Medium,Yes,0,Low,Low,Public,Neutral,3,Yes,College,Near,Male,48
31,84,Medium,Medium,No,5,65,High,Yes,0,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,53
22,84,Medium,Medium,Yes,6,69,Low,Yes,0,Medium,Medium,Public,Neutral,5,No,High School,Near,Female,51
12,93,Medium,Medium,Yes,9,55,Low,Yes,1,Medium,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,50
26,77,Low,Medium,No,4,52,Low,Yes,2,High,Low,Public,Neutral,3,Yes,College,Moderate,Female,48
33,71,Low,Medium,No,5,63,Medium,Yes,1,Medium,Medium,Public,Positive,2,No,High School,Near,Male,51
26,71,High,Medium,Yes,6,38,Low,No,1,High,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,50
11,81,Medium,Medium,Yes,6,61,High,Yes,3,Medium,High,Public,Neutral,4,No,High School,Near,Male,50
17,78,Medium,High,Yes,7,52,Medium,No,2,Low,High,Public,Positive,3,No,High School,Near,Male,49
28,78,High,Medium,No,9,54,High,Yes,2,Medium,Medium,Public,Neutral,4,No,College,Moderate,Female,52
16,64,High,Low,Yes,5,48,Medium,Yes,3,Medium,High,Private,Positive,4,No,Postgraduate,Moderate,Female,48
23,89,Low,Low,Yes,7,42,Low,Yes,4,Medium,Low,Private,Positive,4,No,Postgraduate,Near,Female,51
25,69,Medium,Medium,Yes,7,52,Low,No,1,High,High,Public,Positive,4,No,High School,Far,Female,48
14,68,High,Medium,No,6,48,Medium,Yes,1,High,Medium,Public,Neutral,3,Yes,College,Near,Male,47
20,77,Medium,Medium,No,5,73,Low,Yes,2,Low,High,Private,Neutral,2,No,Postgraduate,Far,Female,50
1,69,High,Medium,Yes,6,72,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Near,Female,45
14,83,Medium,Low,Yes,6,61,Medium,Yes,0,Medium,Medium,Public,Positive,2,No,High School,Near,Female,48
18,75,Low,High,Yes,8,71,Medium,Yes,1,Low,Low,Public,Neutral,2,No,College,Near,Female,49
13,78,Medium,High,Yes,8,66,High,Yes,0,High,Low,Public,Neutral,3,No,College,Near,Male,49
30,81,Medium,Low,Yes,5,50,Medium,Yes,1,High,High,Public,Negative,1,No,High School,Near,Male,51
11,68,Medium,Medium,No,6,60,Medium,Yes,2,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,47
17,66,Low,High,No,6,45,Medium,Yes,1,High,Medium,Public,Positive,6,No,Postgraduate,Near,Male,48
21,95,Low,Low,No,10,63,Low,Yes,0,High,Medium,Public,Neutral,4,Yes,High School,Near,Male,50
29,77,High,High,Yes,7,39,Medium,Yes,2,High,Medium,Public,Negative,3,Yes,High School,Near,Female,51
11,76,Low,Medium,Yes,5,69,Medium,Yes,4,Medium,Low,Public,Negative,2,No,Postgraduate,Near,Male,48
27,61,Medium,Medium,No,6,59,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,48
20,80,High,Low,Yes,6,39,Medium,Yes,0,Low,Medium,Public,Neutral,2,No,College,Moderate,Male,48
14,82,Medium,High,Yes,8,70,Low,Yes,2,Low,High,Public,Negative,5,No,College,Far,Female,50
23,82,Low,Medium,Yes,8,70,Medium,Yes,1,Medium,Medium,Public,Negative,2,Yes,High School,,Male,49
21,88,Medium,High,No,7,69,Medium,Yes,4,Low,Medium,Public,Positive,3,No,High School,Near,Female,54
16,67,Medium,High,No,7,66,High,Yes,3,Low,Medium,Public,Positive,3,No,College,Near,Male,49
20,70,Medium,Medium,Yes,7,63,Low,No,2,Medium,High,Private,Neutral,4,No,College,Far,Male,48
18,92,High,Medium,Yes,7,52,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,High School,Moderate,Male,51
21,98,Medium,Low,No,4,42,Medium,Yes,2,High,Low,Public,Neutral,2,No,High School,Near,Female,51
24,65,Medium,Low,No,7,48,Low,Yes,1,High,Medium,Public,Neutral,1,No,Postgraduate,Near,Male,48
30,80,Low,High,No,6,50,Medium,Yes,3,Medium,Medium,Public,Negative,4,No,College,Moderate,Female,51
13,69,Medium,Low,Yes,5,51,Low,Yes,0,High,Medium,Public,Positive,1,Yes,High School,Moderate,Female,44
33,62,High,Medium,Yes,10,58,Medium,Yes,0,Medium,Medium,Private,Positive,3,No,High School,Moderate,Female,51
8,73,Medium,Medium,No,7,45,Medium,No,0,High,Medium,Private,Neutral,3,No,High School,Near,Female,45
19,66,Medium,High,No,7,44,Medium,Yes,1,High,Medium,Public,Negative,3,No,High School,Far,Male,46
24,88,Low,Medium,Yes,6,64,Low,Yes,0,Low,Low,Public,Negative,3,No,College,Near,Male,50
22,81,Low,High,Yes,8,37,High,Yes,4,Medium,Medium,Private,Positive,5,No,High School,Far,Female,51
16,66,Medium,High,Yes,5,42,High,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Female,48
19,60,Medium,High,Yes,7,54,High,Yes,3,Low,High,Public,Positive,3,No,High School,Moderate,Female,48
17,92,Low,Low,Yes,6,42,Medium,Yes,2,Medium,Medium,Private,Positive,2,Yes,High School,Moderate,Female,48
16,67,High,Medium,No,8,73,Medium,Yes,0,Low,Low,Public,Neutral,3,No,High School,Near,Female,47
25,84,Medium,Low,Yes,6,63,Low,Yes,2,Medium,High,Public,Positive,3,No,High School,Near,Male,52
22,73,Low,Medium,Yes,9,54,Low,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Near,Female,49
16,83,Medium,High,Yes,7,42,Low,Yes,4,High,Medium,Public,Positive,3,No,High School,Near,Female,51
25,73,Low,Low,No,8,51,Medium,Yes,3,Medium,Medium,Private,Positive,3,No,High School,Near,Female,49
22,63,Low,Low,No,8,62,Medium,Yes,3,Medium,Medium,Private,Negative,1,No,College,Near,Male,47
25,69,High,Medium,Yes,9,73,Medium,Yes,1,Low,Medium,Public,Negative,3,Yes,College,Moderate,Female,49
24,68,Medium,Medium,Yes,6,55,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,48
15,77,Medium,Medium,Yes,8,63,High,Yes,1,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,49
17,86,High,Low,Yes,4,45,High,Yes,2,High,Low,Private,Positive,3,Yes,College,Moderate,Female,50
24,71,Medium,Medium,Yes,7,60,Medium,Yes,0,Low,Medium,Private,Positive,3,No,High School,Near,Male,49
24,60,Low,Medium,No,6,46,High,Yes,4,Low,High,Public,Negative,3,No,High School,Near,Female,47
20,81,Medium,Medium,Yes,5,45,Low,Yes,3,Medium,Medium,Public,Positive,4,Yes,High School,Near,Male,49
21,84,Medium,Medium,No,6,56,Low,No,1,High,Medium,Public,Positive,3,No,College,Moderate,Male,50
28,99,Medium,Medium,Yes,6,45,Medium,No,1,Low,Medium,Public,Positive,3,No,High School,Near,Male,53
16,84,Medium,High,Yes,7,64,Medium,Yes,1,Low,Medium,Private,Neutral,2,No,High School,Near,Female,50
23,79,Medium,High,Yes,6,72,Medium,Yes,1,High,Low,Public,Neutral,4,No,High School,Moderate,Male,51
19,83,Medium,Medium,Yes,7,52,Medium,Yes,2,Low,Medium,Public,Negative,4,Yes,Postgraduate,Near,Female,50
19,97,High,Medium,Yes,6,49,High,Yes,2,Medium,Medium,Private,Positive,2,No,College,Moderate,Female,54
27,93,High,Low,No,6,44,High,Yes,2,Low,Medium,Private,Negative,4,No,High School,Near,Female,52
25,73,Medium,High,Yes,7,52,Low,Yes,0,Low,Medium,Private,Neutral,4,No,Postgraduate,Moderate,Male,50
25,69,Low,High,Yes,7,58,Medium,Yes,0,Low,High,Public,Negative,3,No,High School,Far,Female,48
28,71,Medium,Medium,No,8,51,High,Yes,1,Medium,High,Private,Neutral,1,No,College,Moderate,Female,50
20,80,Low,High,No,8,60,Medium,Yes,3,Medium,Medium,Private,Negative,4,No,Postgraduate,Near,Male,51
24,90,Low,Low,No,7,62,Medium,Yes,0,Low,Medium,Private,Positive,3,No,College,,Male,51
18,80,Medium,Medium,No,8,41,Low,Yes,2,Low,Low,Public,Neutral,3,No,High School,Moderate,Male,47
22,63,Medium,High,Yes,7,63,Medium,Yes,4,High,High,Public,Negative,3,No,College,Near,Female,51
19,89,High,Medium,Yes,7,71,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Near,Male,52
21,92,Medium,Low,Yes,8,38,Low,Yes,0,Medium,Medium,Public,Neutral,2,No,College,Moderate,Male,49
24,72,High,High,No,6,58,High,Yes,0,Low,High,Public,Negative,6,No,High School,Near,Female,51
15,87,High,Low,Yes,4,60,High,Yes,0,Low,Medium,Private,Positive,3,No,College,Near,Male,50
33,77,Low,High,Yes,5,63,Medium,Yes,0,Low,Medium,Private,Neutral,5,No,High School,Far,Female,51
14,96,Medium,Low,Yes,9,51,High,Yes,0,Medium,Medium,Private,Negative,3,Yes,College,Near,Female,49
13,94,Medium,Medium,Yes,7,68,Low,Yes,3,Low,Medium,Public,Neutral,3,No,High School,Near,Male,51
27,81,Medium,Medium,Yes,7,57,Medium,Yes,2,Medium,Low,Public,Neutral,2,Yes,Postgraduate,Moderate,Female,51
25,88,Medium,Medium,Yes,7,52,Low,Yes,1,Medium,Medium,Private,Positive,3,No,Postgraduate,Moderate,Male,52
24,95,Medium,High,Yes,8,64,High,Yes,1,Medium,High,Private,Neutral,3,No,College,Near,Male,55
24,80,Medium,High,Yes,7,72,High,Yes,0,Low,High,Public,Positive,0,No,College,Moderate,Female,52
20,73,Medium,Medium,Yes,7,68,Low,Yes,1,Medium,High,Public,Neutral,2,No,Postgraduate,Moderate,Male,49
15,90,High,Medium,Yes,8,72,Medium,Yes,1,Low,High,Private,Negative,3,No,College,Near,Female,51
20,69,Medium,High,No,6,47,Low,Yes,0,Low,Medium,Public,Negative,3,No,Postgraduate,Near,Male,48
16,76,Low,High,Yes,8,42,Medium,No,1,Low,Medium,Public,Positive,1,No,High School,Near,Male,46
26,95,Low,High,No,7,57,Medium,Yes,0,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,52
19,89,High,Medium,Yes,7,39,Medium,Yes,2,Medium,Medium,Public,Negative,4,No,High School,Moderate,Male,51
15,76,Medium,Medium,Yes,6,63,Low,Yes,0,Medium,High,Public,Neutral,3,No,College,Near,Female,48
18,69,High,High,No,7,46,Low,Yes,3,Medium,Medium,Public,Positive,3,No,High School,Moderate,Male,48
22,74,High,High,Yes,6,54,Low,Yes,3,High,High,Public,Positive,4,No,Postgraduate,Moderate,Female,53
17,71,High,Medium,Yes,9,62,Low,Yes,2,Medium,Medium,Public,Neutral,5,No,High School,Near,Male,49
15,67,Medium,Medium,No,4,55,Medium,Yes,0,Low,Medium,Public,Negative,3,No,College,Moderate,Male,45
21,90,Low,Medium,Yes,8,46,Low,Yes,2,Medium,High,Public,Negative,5,Yes,High School,Near,Male,50
21,70,Low,High,Yes,4,70,Medium,Yes,0,Low,High,Private,Neutral,2,No,College,Far,Male,48
17,78,Medium,High,No,8,66,Medium,Yes,0,Low,Medium,Public,Negative,3,No,High School,Near,Female,48
17,75,Medium,High,Yes,6,60,Medium,No,1,Low,Medium,Private,Positive,5,No,High School,Moderate,Male,48
21,99,Medium,Medium,No,8,63,High,Yes,4,Medium,Medium,Public,Positive,4,No,High School,Moderate,Male,54
11,76,Medium,Medium,Yes,7,53,Medium,No,1,Medium,Low,Public,Neutral,2,No,College,Near,Male,46
12,63,Medium,High,Yes,5,51,Low,Yes,0,Medium,High,Public,Negative,2,No,College,Moderate,Female,45
16,64,Low,Medium,Yes,9,43,Low,Yes,1,Medium,Medium,Public,Positive,3,No,College,Moderate,Female,45
19,84,Low,Medium,Yes,8,67,High,Yes,2,Low,Medium,Private,Neutral,3,No,Postgraduate,Far,Male,50
22,84,High,Medium,No,8,51,Medium,No,3,Medium,High,Private,Neutral,4,No,College,Near,Male,52
29,77,Low,High,No,6,63,Medium,Yes,1,Medium,Medium,Public,Positive,1,No,College,Near,Male,51
25,77,Medium,Low,Yes,8,48,High,No,0,Medium,Medium,Public,Positive,5,No,College,Far,Female,49
19,62,Medium,Medium,No,5,67,Low,Yes,2,Low,High,Public,Positive,3,No,College,Moderate,Male,48
20,81,High,Medium,Yes,4,41,Medium,Yes,1,High,Medium,Private,Positive,2,No,Postgraduate,Moderate,Male,51
14,80,High,Medium,Yes,5,60,Medium,Yes,1,Low,Medium,Public,Positive,4,No,Postgraduate,Far,Female,50
20,66,Medium,Medium,No,6,67,High,Yes,0,Medium,Medium,Public,Neutral,1,No,College,Near,Female,48
18,64,Medium,Medium,Yes,6,62,High,Yes,2,Low,Medium,Public,Positive,2,No,College,Near,Male,48
22,65,Low,High,Yes,6,63,Medium,Yes,2,High,Medium,Public,Positive,3,Yes,Postgraduate,Near,Female,49
15,64,Medium,Medium,Yes,6,57,High,Yes,2,Medium,Medium,Private,Positive,4,Yes,High School,,Female,47
23,84,High,Medium,Yes,6,58,Low,Yes,2,Low,Low,Public,Negative,2,No,High School,Moderate,Female,51
29,68,Medium,High,Yes,4,39,Medium,Yes,1,Medium,Medium,Private,Negative,4,No,High School,Far,Male,49
19,70,Medium,Medium,No,7,47,Low,No,3,Low,Low,Public,Neutral,5,No,High School,Near,Male,47
22,67,Low,Medium,No,7,64,Low,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,47
24,98,High,Medium,Yes,6,72,Medium,Yes,1,Medium,Medium,Public,Positive,4,No,College,Far,Male,55
18,94,Medium,High,Yes,9,57,Low,Yes,1,Medium,High,Public,Positive,2,No,College,Moderate,Male,52
21,69,High,High,Yes,7,64,Medium,Yes,2,Low,Medium,Private,Neutral,3,No,High School,Near,Male,51
20,73,Medium,Medium,Yes,7,63,Medium,Yes,0,Medium,Medium,Public,Neutral,4,No,Postgraduate,Moderate,Female,49
21,68,Medium,Low,No,8,75,Low,Yes,0,Medium,Medium,Public,Positive,4,No,High School,Far,Male,47
15,80,Low,High,No,5,67,Medium,Yes,4,Low,Medium,Public,Positive,3,No,College,Far,Female,50
20,61,Medium,Medium,No,7,60,Medium,Yes,1,Medium,Low,Public,Neutral,3,No,High School,Moderate,Male,46
23,87,High,High,No,8,42,Medium,Yes,1,Medium,High,Public,Positive,3,No,Postgraduate,Moderate,Male,53
29,81,High,Medium,No,7,51,Medium,Yes,2,Medium,Medium,Public,Neutral,4,No,Postgraduate,Near,Male,54
26,96,Medium,Medium,Yes,5,47,Medium,No,1,High,Medium,Private,Positive,2,No,Postgraduate,Near,Male,54
33,67,Medium,Medium,Yes,6,69,High,Yes,0,Low,High,Public,Neutral,3,No,High School,Far,Female,51
15,92,Medium,Low,Yes,7,54,Low,Yes,1,Medium,Medium,Public,Negative,5,No,High School,Near,Female,49
25,92,Medium,Medium,No,4,57,Medium,Yes,0,Low,Medium,Public,Positive,3,No,High School,Near,Male,52
21,65,Medium,Low,Yes,5,73,High,No,2,Low,Medium,Private,Positive,4,No,Postgraduate,Near,Male,49
33,76,Medium,Medium,Yes,10,69,Low,Yes,1,High,Medium,Private,Positive,3,No,Postgraduate,Near,Female,54
15,67,High,Medium,Yes,8,66,Low,Yes,0,High,High,Public,Neutral,4,No,High School,Moderate,Female,48
15,70,High,Medium,No,9,42,Medium,Yes,1,Medium,Medium,Private,Negative,3,No,High School,,Female,47
16,71,Medium,Medium,No,8,38,Medium,Yes,0,Low,Medium,Public,Negative,2,No,Postgraduate,Far,Female,45
7,82,High,High,Yes,8,42,Medium,Yes,0,Low,Medium,Private,Negative,2,No,High School,Far,Male,46
17,76,Medium,High,No,7,65,High,Yes,1,Medium,High,Public,Positive,4,No,High School,Near,Female,51
15,98,Low,Medium,Yes,8,53,Low,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Near,Male,51
21,65,Low,Medium,No,9,42,High,Yes,1,Medium,Medium,Public,Positive,5,No,High School,Moderate,Male,47
22,99,Medium,Low,Yes,8,65,Low,Yes,1,Medium,Medium,Private,Neutral,4,No,High School,Moderate,Female,52
31,69,High,Low,Yes,7,45,Medium,Yes,1,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,51
26,91,High,Medium,Yes,7,59,Medium,Yes,1,Low,Medium,Private,Neutral,5,No,High School,Near,Female,54
17,74,Medium,Medium,Yes,8,65,Medium,Yes,4,Low,Low,Public,Positive,3,No,College,Near,Male,50
15,66,Low,High,No,6,60,Medium,No,1,Low,Medium,Private,Neutral,1,No,College,Near,Male,45
23,94,Low,Medium,No,8,75,Medium,No,0,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,51
12,72,Medium,Low,Yes,6,54,High,Yes,2,Low,High,Private,Negative,2,No,High School,Moderate,Female,45
31,86,High,High,Yes,6,49,Medium,Yes,3,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,56
27,83,High,Low,No,5,45,Medium,Yes,0,High,Low,Public,Neutral,2,No,College,Moderate,Female,51
17,79,Medium,Low,Yes,6,56,Low,Yes,1,Medium,High,Public,Neutral,4,No,High School,Near,Male,48
10,80,High,Medium,Yes,6,69,High,Yes,4,Medium,,Public,Negative,3,No,College,Moderate,Female,50
28,89,Medium,High,Yes,10,72,High,Yes,3,Medium,Low,Public,Negative,6,No,High School,Near,Female,56
19,64,Low,Medium,No,6,74,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,College,Near,Male,48
27,87,Medium,Medium,No,8,57,Medium,Yes,1,Low,High,Public,Neutral,4,No,High School,Moderate,Male,52
10,96,High,High,No,6,60,Medium,No,0,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Female,50
16,62,Medium,Medium,Yes,7,59,Low,Yes,2,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,47
20,66,High,High,No,7,54,Medium,Yes,1,Medium,Medium,Public,Negative,4,No,College,,Female,48
20,89,Medium,Medium,Yes,4,43,Medium,Yes,1,Medium,Medium,Public,Positive,3,No,High School,Far,Female,50
17,77,Low,High,Yes,5,39,Medium,Yes,2,High,Medium,Public,Neutral,3,No,College,Near,Male,64
24,76,Low,High,No,6,54,High,Yes,3,Medium,High,Public,Neutral,3,Yes,High School,Moderate,Female,50
14,65,High,Medium,No,5,44,Low,Yes,1,High,Medium,Public,Positive,4,No,Postgraduate,Far,Male,47
19,80,Medium,Medium,No,7,70,Medium,Yes,0,Medium,Low,Public,Neutral,3,No,College,Moderate,Female,49
21,65,High,High,No,7,66,Low,Yes,2,Low,Medium,Private,Neutral,1,No,,Near,Male,48
23,79,Medium,Medium,No,5,60,Medium,Yes,1,Medium,Medium,Private,Neutral,3,No,High School,Near,Female,50
24,91,Medium,Medium,No,7,39,Low,Yes,0,High,High,Public,Neutral,4,No,College,Near,Male,51
13,70,High,High,No,6,60,Medium,Yes,2,Medium,Low,Public,Positive,2,No,Postgraduate,Near,Male,49
11,79,Medium,Medium,Yes,7,60,Medium,Yes,1,High,Medium,Public,Neutral,2,No,High School,Moderate,Male,48
28,100,High,Low,Yes,6,54,Medium,Yes,1,Low,Medium,Public,Negative,2,No,Postgraduate,Near,Female,54
22,87,Low,Medium,No,8,62,Low,Yes,1,Low,Medium,Public,Neutral,1,No,College,Far,Male,49
16,94,Medium,Medium,No,9,69,Low,Yes,1,Low,Medium,Public,Negative,4,No,Postgraduate,Near,Female,51
29,77,High,Low,Yes,8,66,Low,Yes,0,Medium,High,Public,Positive,4,No,College,Moderate,Male,52
21,91,High,Medium,No,9,55,Medium,Yes,2,Low,Low,Private,Negative,2,No,,Near,Female,51
27,62,Medium,High,Yes,5,47,Low,Yes,4,High,Medium,Public,Negative,4,No,High School,Near,Female,50
20,65,Medium,Low,No,6,55,Low,Yes,0,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,46
32,68,Medium,Low,No,8,72,High,Yes,1,Low,Medium,Public,Positive,2,No,High School,Near,Male,51
31,76,Medium,High,Yes,9,68,Medium,Yes,1,Low,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,54
19,94,Low,Medium,No,8,38,Medium,Yes,3,Medium,Low,Private,Positive,5,No,Postgraduate,Near,Male,51
26,74,Low,Low,No,5,66,Low,Yes,3,High,High,Private,Negative,2,No,High School,Near,Male,49
24,86,High,High,No,6,44,Medium,Yes,1,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,52
28,88,High,Medium,No,8,59,Medium,Yes,0,Medium,Medium,Public,Positive,3,No,High School,Far,Male,53
14,83,Medium,Medium,Yes,7,67,Medium,Yes,0,Low,Low,Public,Negative,3,No,College,Near,Female,48
24,74,High,Medium,Yes,6,58,Medium,Yes,3,Low,High,Public,Positive,3,No,College,Near,Female,52
26,83,Low,Low,No,7,52,High,No,2,Medium,High,Public,Negative,4,Yes,High School,Moderate,Male,48
9,74,Medium,High,No,7,49,Low,Yes,1,High,High,Private,Neutral,3,No,High School,Far,Female,46
13,63,High,Medium,Yes,5,48,Medium,Yes,2,High,Medium,Private,Neutral,2,No,High School,Far,Male,46
8,100,High,Medium,Yes,8,69,Medium,Yes,1,Medium,High,Public,Neutral,3,No,Postgraduate,Moderate,Female,52
18,65,Medium,High,Yes,6,68,Medium,No,5,Low,Medium,Private,Neutral,3,No,College,Near,Male,49
24,63,High,Low,Yes,7,68,Low,Yes,4,Low,Medium,Private,Positive,4,No,High School,Near,Female,50
29,95,Medium,Low,No,9,48,Medium,Yes,1,Medium,High,Public,Positive,3,No,High School,Near,Female,54
20,72,High,Low,Yes,7,67,Low,Yes,0,Low,High,Private,Negative,3,No,Postgraduate,Near,Female,49
30,86,Medium,Low,Yes,8,39,Medium,Yes,2,Medium,Medium,Public,Negative,2,Yes,College,Moderate,Female,51
12,73,High,Medium,No,5,45,Medium,Yes,1,Low,Medium,Public,Negative,4,No,High School,Moderate,Male,46
10,76,Low,Medium,Yes,8,57,Medium,Yes,2,High,High,Private,Positive,3,Yes,Postgraduate,Moderate,Male,48
20,70,Medium,Medium,No,8,52,Medium,Yes,0,Low,Medium,Public,Neutral,5,No,Postgraduate,Near,Female,48
22,74,Medium,Low,Yes,6,42,Low,Yes,4,Medium,High,Public,Negative,3,No,Postgraduate,Moderate,Male,49
20,76,Medium,Low,No,7,39,Medium,Yes,2,Low,High,Private,Neutral,3,No,High School,Near,Female,48
8,89,Medium,High,Yes,7,60,Low,Yes,4,Low,Medium,Public,Neutral,3,No,College,Near,Male,50
19,80,High,Medium,Yes,7,49,Low,Yes,4,Medium,Medium,Public,Negative,4,No,College,Near,Female,51
12,98,High,Medium,Yes,8,38,Medium,Yes,0,Medium,Low,Public,Positive,5,No,Postgraduate,Moderate,Male,51
24,62,Medium,Medium,No,6,54,High,Yes,2,Low,Low,Public,Neutral,4,No,High School,Near,Male,48
22,80,High,Medium,Yes,7,48,Medium,Yes,2,High,Medium,Private,Neutral,2,No,High School,Moderate,Female,51
14,83,Low,Low,Yes,9,59,Medium,Yes,1,Medium,Low,Public,Positive,3,No,High School,Near,Male,48
17,97,Medium,High,No,9,72,High,Yes,0,High,Medium,Public,Negative,1,No,Postgraduate,Near,Male,53
14,62,High,High,Yes,8,48,Low,Yes,3,Low,Medium,Public,Negative,2,No,High School,Far,Male,45
20,83,Low,Medium,No,7,75,Medium,Yes,4,Low,Medium,Public,Negative,3,No,College,Near,Male,51
26,94,High,Medium,Yes,10,40,Low,Yes,2,High,Medium,Public,Neutral,5,No,,Near,Male,54
14,70,High,Medium,Yes,9,40,Medium,No,3,Medium,Medium,Public,Positive,1,No,College,Near,Male,48
23,95,Medium,Medium,Yes,7,64,Medium,Yes,3,Low,Medium,Public,Positive,4,Yes,Postgraduate,Far,Male,54
17,61,Medium,Medium,Yes,7,65,High,Yes,5,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,48
15,89,Medium,Medium,Yes,6,53,Medium,Yes,1,Medium,High,Public,Positive,4,No,High School,Near,Female,51
19,97,High,Low,Yes,8,48,Medium,Yes,2,Low,High,Public,Positive,3,No,High School,Near,Male,53
14,86,Medium,Low,Yes,8,67,Medium,No,3,Medium,,Public,Negative,3,Yes,Postgraduate,Near,Male,48
17,78,Medium,Medium,No,8,73,Low,Yes,2,Medium,Medium,Private,Positive,2,No,High School,Near,Male,49
13,62,Low,High,No,7,74,Medium,Yes,4,Medium,Low,Public,Positive,1,No,Postgraduate,Moderate,Female,47
32,97,Medium,High,No,5,61,Medium,Yes,1,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,55
20,79,High,Low,Yes,7,65,Low,No,2,Medium,High,Private,Neutral,4,Yes,High School,Near,Female,49
16,61,Medium,Low,No,8,68,High,Yes,2,Medium,High,Public,Neutral,3,No,College,Moderate,Male,47
21,88,High,Medium,Yes,6,67,High,Yes,2,High,Medium,Private,Neutral,4,No,High School,Moderate,Male,54
